treatment company,azimuth,md (ft),tvd (ft),date on production,operator,footage lateral length,well spacing,porpoise deviation,porpoise count,shale footage,acoustic impedance,log permeability,porosity,poisson ratio,water saturation,toc,vcl,p-velocity,s-velocity,youngs modulus,isip,breakdown pressure,pump rate,total number of stages,proppant volume,proppant fluid ratio,gas production
treatment company 2,-34.509997999999996,13373.0,8496.0,2011-07-01,operator 20,4543.0,4113.8159,2.59,19.0,9760.0,34556.0,0.86,0.05,0.28,0.72,4.04,0.51,11741.27,7081.29,31.7,5831.0,,82.0,11.0,4999610.0,1.34,1497.4125577874993
treatment company 3,-19.93,16792.0,6398.0,2015-06-01,operator 5,9882.0,,172.2,1.0,5999.0,29639.34,0.29,0.02,0.33,0.85,4.69,0.6,13239.05,6971.01,30.97,4594.0,,63.0,49.0,10883240.0,0.83,2540.65248589375
treatment company 12,-35.02,13521.0,7989.0,2015-04-01,operator 27,4907.0,3467.5396,3.54,8.0,0.0,28220.68,0.43,0.01,0.33,,4.72,0.57,13599.66,6944.12,30.83,6252.0,,90.0,16.0,9280475.0,1.07,1534.32052545625
treatment company 10,-9.1400003,9602.0,6519.0,2012-02-01,operator 11,2735.0,3961.0837,111.21,3.0,0.0,34686.45,0.45,0.02,0.33,,4.72,0.58,13283.0,7021.17,31.08,,6314.0,67.0,9.0,,0.98,588.38981141875
treatment company 8,-25.52,14947.0,7577.0,2017-01-01,operator 6,7120.0,2553.5623,96.91,3.0,0.0,27855.58,0.02,0.01,0.24,,3.13,0.63,11159.05,6793.55,28.15,5885.0,,91.0,29.0,11125966.0,1.74,5741.937638537499
treatment company 5,-17.969998999999998,13531.0,7072.0,2016-09-01,operator 16,6028.0,3465.697,14.99,7.0,652.0,35039.79,1.04,0.05,0.34,,3.83,1.62,12590.12,6568.47,29.92,4555.0,,75.0,16.0,5199151.0,0.71,1374.03484246875
treatment company 3,-26.58,13594.0,6649.0,2016-03-01,operator 5,6705.0,662.64197,4.74,10.0,7201.0,29933.12,0.52,0.01,0.33,,4.73,0.51,13400.65,6960.89,30.93,4522.0,5234.0,72.0,33.0,,0.89,1842.5947487875
treatment company 12,-28.559998999999998,13474.0,7884.0,2017-06-01,operator 25,5340.0,1017.1553,16.96,12.0,6524.0,33442.24,0.53,0.01,0.33,,4.78,0.41,13451.61,6934.0,30.82,4630.0,,86.0,27.0,10320291.0,1.38,2795.902593612501
treatment company 5,-24.620001000000002,11206.0,5511.0,2014-01-01,operator 15,5251.0,904.31476,5.71,6.0,1051.0,30671.68,0.43,0.02,0.26,0.85,4.68,0.58,13182.01,7011.47,31.09,2225.0,,92.0,15.0,5237694.0,1.39,695.8237920125
treatment company 8,-24.9,11807.0,7767.0,2015-09-01,operator 26,3340.0,3152.4065,1.09,4.0,3055.0,31199.11,0.47,,0.34,0.8,4.66,0.58,13199.38,7044.85,31.17,5740.0,7726.0,88.0,14.0,5405191.0,0.96,694.1552417437498
treatment company 12,-26.709999,13578.0,7085.0,2017-10-01,operator 25,6243.0,2914.2017,40.04,7.0,5532.0,31803.97,1.46,0.02,0.24,0.94,4.12,0.37,12300.28,6845.28,28.3,,,97.0,35.0,10592295.0,1.27,2015.5875675437494
treatment company 9,-20.719998999999998,16435.0,8122.0,2012-07-01,operator 17,8035.0,4401.0117,13.61,11.0,0.0,35165.63,0.02,0.02,0.25,0.97,1.87,0.64,11173.29,6791.1,28.56,5783.0,,76.0,27.0,,0.46,1307.9059982
treatment company 10,-37.209998999999996,15667.0,6894.0,2017-11-01,operator 4,8270.0,685.91138,14.37,7.0,5158.0,27589.48,0.31,0.01,0.33,0.85,4.69,0.61,13250.88,6972.71,30.98,4649.0,,91.0,41.0,13519020.0,1.25,2327.2562417500008
treatment company 9,-66.629997,10939.0,6242.0,2012-12-01,operator 13,3884.0,,11.84,7.0,0.0,35351.96,0.51,0.01,0.33,0.87,4.74,0.32,13664.56,6920.97,30.74,4582.0,6170.0,81.0,15.0,4207985.0,0.77,374.979431186875
treatment company 3,-51.0,13272.0,6251.0,2017-09-01,operator 8,6655.0,1246.2098,5.91,8.0,3683.0,34932.97,0.3,0.02,0.33,0.83,4.66,0.61,13178.24,7013.4,31.11,3841.0,,92.0,34.0,,1.41,1772.86068004375
treatment company 3,-36.990002000000004,12583.0,6540.0,2018-01-01,operator 1,5635.0,844.1153,0.94,10.0,0.0,35186.69,0.43,0.02,0.33,,4.72,0.59,13263.02,7033.37,31.11,5247.0,,100.0,28.0,11292590.0,1.46,3006.496402343749
treatment company 3,-50.880001,10306.0,6747.0,2016-12-01,operator 1,3289.0,993.43024,18.09,15.0,0.0,34614.25,1.1,,0.29,0.69,4.97,0.44,12290.63,6765.05,28.26,4875.0,6253.0,99.0,16.0,6415504.0,1.27,1421.5908733812496
treatment company 10,-39.009997999999996,12089.0,7010.0,2013-02-01,operator 14,4151.0,4281.6543,0.99,7.0,0.0,34559.0,0.43,0.02,0.33,0.83,4.67,0.59,13187.05,7005.78,31.07,4964.0,6440.0,80.0,24.0,9062149.0,1.03,5008.13363878125
treatment company 3,-44.869999,16485.0,6288.0,2015-04-01,operator 8,9829.0,3879.5593,1.01,6.0,447.0,28411.17,0.29,0.02,0.33,,4.68,0.63,13203.24,6983.49,31.02,3866.0,6301.0,83.0,31.0,18531036.0,1.04,1806.1214560125
treatment company 8,-17.139999,13090.0,7609.0,2014-07-01,operator 6,5231.0,3717.3142,26.4,11.0,0.0,34679.94,0.42,0.05,0.22,,3.5,0.53,11381.72,6802.82,27.87,5949.0,,70.0,27.0,923116.0,0.1,4369.21241820625
treatment company 10,-46.610001000000004,16725.0,8080.0,2018-09-01,operator 4,8359.0,1886.4128,22.65,17.0,11321.0,34812.56,0.05,0.03,0.34,,4.63,0.77,13109.57,6900.28,30.81,5598.0,,99.0,43.0,19231664.0,1.38,2685.3661216875
treatment company 10,-64.650002,10676.0,6212.0,2015-03-01,operator 11,3693.0,1014.4839,8.52,3.0,805.0,34833.35,0.56,0.01,0.34,,4.75,0.4,13457.7,6923.45,30.79,,,70.0,18.0,7145773.0,1.11,580.0828363124998
treatment company 10,-38.560001,11537.0,6046.0,2013-07-01,operator 11,4753.0,,10.53,10.0,5957.0,34438.02,0.63,0.01,0.33,,4.82,0.38,13487.06,6926.36,30.79,4137.0,,70.0,23.0,10579448.0,1.13,624.335911475
treatment company 4,-31.5,19040.0,6582.0,2018-07-01,operator 5,12076.0,,21.27,14.0,6371.0,35007.5,1.29,,0.34,0.48,3.91,1.9,12358.09,6491.03,29.78,4287.0,,78.0,61.0,24678232.0,1.13,4525.876656574998
treatment company 16,,20294.0,6709.0,2015-10-01,operator 4,12073.0,1412.5043,30.65,7.0,0.0,34735.75,0.26,,0.33,0.88,4.68,0.61,13239.24,6958.72,30.94,4821.0,,93.0,67.0,22615908.0,0.91,2641.927051806249
treatment company 8,-54.639998999999996,13573.0,8375.0,2015-06-01,operator 26,4772.0,3686.8914,0.8,15.0,5875.0,32806.21,0.36,0.03,0.32,,5.42,0.87,13049.65,7129.99,32.29,6287.0,,89.0,18.0,6452478.0,0.97,1006.17012425
treatment company 4,-32.23,14861.0,6708.0,2018-09-01,operator 8,7699.0,2231.6389,0.44,16.0,6483.0,34812.56,1.19,0.05,0.34,,3.8,1.78,12479.36,6545.93,29.89,3918.0,6206.0,95.0,36.0,14426403.0,1.42,2666.898877756249
treatment company 12,-10.97,13286.0,9042.0,2014-07-01,operator 9,2886.0,1932.2578,14.7,17.0,7704.0,34321.42,0.88,0.05,0.28,0.98,4.27,0.47,11609.62,7062.74,31.54,6237.0,,91.0,17.0,4394479.0,1.07,579.7260114125
treatment company 9,-17.780001000000002,15138.0,6537.0,2017-12-01,operator 5,8351.0,831.2641,235.06,3.0,0.0,34833.35,0.54,0.01,0.34,,4.77,0.42,13442.71,6930.59,30.81,4134.0,,77.0,41.0,16645460.0,1.1,2351.324256575001
treatment company 10,-13.14,12888.0,7640.0,2013-07-01,operator 14,4276.0,2839.2783,15.23,7.0,4877.0,27583.7,0.67,0.01,0.28,,3.41,0.54,11260.89,6774.56,28.99,6099.0,,79.0,21.0,7993600.0,1.05,2431.60948469375
treatment company 5,-38.299999,10100.0,7582.0,2011-07-01,operator 8,2124.0,4092.6882,9.71,8.0,8614.0,34634.34,1.24,0.04,0.32,,4.93,0.97,12592.76,7452.02,32.84,5617.0,,86.0,15.0,1130000.0,0.39,478.1745175156249
treatment company 1,-47.060001,12760.0,7007.0,2017-06-01,operator 1,5457.0,965.2216199999999,6.47,12.0,6463.0,30777.96,1.2,0.05,0.31,,4.72,0.45,12563.55,6759.34,28.8,4827.0,6626.0,100.0,26.0,12057942.0,1.42,2929.7697623624995
treatment company 8,-29.02,12703.0,6205.0,2012-12-01,operator 1,5932.0,,14.5,5.0,0.0,34639.91,0.24,0.01,0.33,0.89,4.87,0.51,13413.13,7100.55,31.2,4485.0,,80.0,9.0,,1.39,364.13047222500006
treatment company 9,-51.0,12845.0,6719.0,2015-10-01,operator 1,5641.0,2000.3877,9.09,4.0,4695.0,29496.23,0.49,0.02,0.33,,4.66,0.59,13170.5,7029.04,31.13,4704.0,,89.0,9.0,9707983.0,1.65,1740.3387683000005
treatment company 16,,11691.0,6618.0,2015-09-01,operator 4,4408.0,1808.6349,209.38,5.0,0.0,30412.25,0.54,0.01,0.33,0.86,4.77,0.42,13442.71,6930.59,30.81,4792.0,,100.0,24.0,7170483.0,0.93,1427.2626032187502
treatment company 4,-31.209999,15943.0,9148.0,2018-01-01,operator 7,6545.0,1182.1598,6.66,5.0,0.0,30692.77,0.65,0.03,0.25,,4.67,0.6,11815.39,7076.35,31.01,6002.0,,84.0,34.0,,1.03,2780.9242024625
treatment company 10,-21.02,20820.0,7419.0,2018-12-01,operator 4,13151.0,633.2282700000001,9.4,12.0,0.0,30743.39,0.74,,0.32,0.77,5.12,0.61,12533.34,7287.32,32.21,5497.0,9255.0,99.0,16.0,7218224.0,1.37,1446.9914841256104
treatment company 1,-20.01,14138.0,6374.0,2018-01-01,operator 1,6812.0,2330.6323,39.19,3.0,0.0,35162.27,0.17,0.03,0.34,,4.46,0.47,13336.26,6854.63,,,,98.0,34.0,13353772.0,1.3,2138.8718397375
treatment company 12,-66.510002,12444.0,5843.0,2014-07-01,operator 19,5907.0,797.0018299999999,290.91,1.0,8278.0,34775.43,0.55,0.02,0.33,,4.98,0.49,13390.83,6986.34,30.94,,,81.0,25.0,,0.74,651.235661763125
treatment company 2,-48.709998999999996,14294.0,8710.0,2012-07-01,operator 20,5515.0,1915.2654,6.23,7.0,0.0,34770.3,0.68,0.04,0.27,,4.01,0.59,11770.49,7086.21,31.53,5611.0,,79.0,10.0,3571790.0,1.06,1490.6147074125
treatment company 10,-14.27,11276.0,5915.0,2015-07-01,operator 11,5111.0,2133.6248,402.79,1.0,0.0,30254.81,0.05,0.02,0.33,,4.66,0.67,13160.78,6912.23,30.8,4486.0,,71.0,21.0,6148504.0,0.93,866.0650242437498
treatment company 5,-25.459999,21514.0,6911.0,2019-02-01,operator 11,13344.0,,6.18,23.0,10831.0,33446.01,0.63,0.01,0.33,,4.82,0.38,13487.06,6926.36,30.79,4989.0,,80.0,67.0,13353837.0,0.79,3575.03799610625
treatment company 10,-43.73,11539.0,7571.0,2017-07-01,operator 11,3718.0,1026.9476,42.31,27.0,10759.0,34285.15,0.53,0.04,0.33,,4.8,0.6,12688.94,7181.78,31.85,4739.0,,70.0,19.0,5687669.0,1.1,1937.6473357375
treatment company 1,-48.48,12667.0,6714.0,2017-10-01,operator 1,5529.0,1052.818,10.64,3.0,2575.0,34564.91,0.59,0.02,0.34,,4.56,0.31,13507.64,6877.28,30.66,4552.0,,99.0,36.0,10940004.0,1.23,2943.45403015
treatment company 9,-31.870001000000002,15970.0,6436.0,2018-09-01,operator 11,8935.0,603.0183099999999,2.69,8.0,0.0,35167.84,0.28,,0.33,,4.67,0.62,13186.82,7008.4,31.09,3857.0,5972.0,83.0,45.0,13525335.0,0.93,1397.5816394562496
treatment company 8,-20.629998999999998,14368.0,8116.0,2012-01-01,operator 2,5942.0,1413.6931,6.5,16.0,0.0,34781.88,1.94,0.19,0.2,,5.14,0.76,11529.82,7142.4,29.66,5932.0,,66.0,15.0,4249796.0,0.94,803.1606739375002
treatment company 10,-65.389999,9678.0,,2013-07-01,operator 11,3020.0,1934.0277,3.12,17.0,7606.0,32165.87,0.45,0.01,0.33,0.85,4.8,0.46,13386.02,6917.09,30.79,4034.0,,70.0,15.0,7221107.0,1.13,374.0373534281249
treatment company 10,-38.16,12576.0,5992.0,2014-07-01,operator 11,6356.0,2896.1667,12.26,10.0,0.0,31360.51,0.62,0.01,0.34,,4.85,0.46,13479.49,6980.1,30.95,4250.0,,70.0,32.0,9562048.0,0.91,513.78115574375
treatment company 4,-47.959998999999996,15445.0,5888.0,2016-09-01,operator 7,8680.0,4096.5459,204.77,1.0,3086.0,34285.5,0.26,0.02,0.33,0.8,4.58,0.57,13273.95,6900.74,30.76,4148.0,,91.0,45.0,11832149.0,1.14,1268.5455807125004
treatment company 4,-26.27,13269.0,6813.0,2018-04-01,operator 14,5869.0,1135.8936,28.81,5.0,4642.0,34779.81,0.93,0.04,0.27,,5.01,0.46,11761.83,6771.15,28.15,5524.0,6640.0,109.0,38.0,,1.19,4746.05029405
treatment company 4,-36.02,12512.0,7742.0,2016-01-01,operator 4,4520.0,2926.4392,93.45,11.0,5916.0,35761.7,0.63,0.04,0.32,0.81,4.83,0.63,12601.6,7230.83,32.08,5789.0,,101.0,30.0,7551342.0,0.99,2417.1295045625
treatment company 13,-35.950001,11364.0,5459.0,2011-07-01,operator 15,5728.0,820.81476,6.33,32.0,11479.0,33367.4,0.48,0.02,0.33,,4.65,0.58,13183.12,7057.25,31.21,,,58.0,18.0,6078652.0,4.14,1012.6361267375
treatment company 4,-43.18,15645.0,6981.0,2019-03-01,operator 8,8414.0,,45.38,3.0,5652.0,32928.36,0.29,0.01,0.33,0.87,4.69,0.6,13275.93,6959.58,30.94,3670.0,10130.0,95.0,41.0,20200290.0,1.44,3916.02099916875
treatment company 5,-24.33,14894.0,6847.0,2013-07-01,operator 1,6811.0,3159.9893,0.57,10.0,0.0,34634.34,1.13,,0.29,,4.9,0.44,12216.1,6764.21,28.45,5110.0,6421.0,100.0,19.0,,0.98,2184.60143498125
treatment company 12,-15.64,13785.0,9011.0,2014-07-01,operator 25,4524.0,1008.0933,23.12,10.0,0.0,35210.85,0.43,0.02,0.33,0.81,4.68,0.59,13202.61,7034.19,31.14,4650.0,8741.0,89.0,30.0,12578710.0,1.17,2954.9118257978753
treatment company 7,-5.6999998,13239.0,8957.0,2012-07-01,operator 11,4080.0,2250.4063,14.09,4.0,986.0,34654.38,0.35,0.03,0.26,,4.66,0.76,11840.69,7095.32,31.36,6693.0,,69.0,11.0,1183859.0,0.5,944.09919530625
treatment company 3,-23.32,16109.0,6523.0,2018-11-01,operator 5,9269.0,1406.1554,1.51,5.0,3558.0,34702.96,0.56,0.01,0.34,0.88,4.75,0.51,13393.22,7013.81,31.07,,,77.0,46.0,18379536.0,1.19,3187.0303613124993
treatment company 5,-73.519997,14889.0,7543.0,2019-02-01,operator 11,5759.0,1150.5405,12.81,8.0,5377.0,33426.54,0.49,,0.33,0.8,4.66,0.58,13167.66,7032.46,31.14,5217.0,6441.0,92.0,30.0,5944860.0,0.87,2788.323309125001
treatment company 12,-26.25,15447.0,8586.0,2013-07-01,operator 7,6725.0,4285.1748,56.61,1.0,0.0,30900.89,0.82,0.06,0.23,,4.28,0.45,11732.57,7098.3,30.59,5963.0,6610.0,85.0,45.0,28511624.0,2.97,3437.32727725625
treatment company 10,-22.32,13776.0,6723.0,2015-01-01,operator 4,6498.0,,9.99,14.0,5506.0,35330.63,0.49,0.02,0.33,,4.66,0.58,13167.66,7032.46,31.14,4981.0,,94.0,44.0,8745531.0,0.82,1178.4965961249998
treatment company 5,-30.540001,15034.0,7211.0,2017-06-01,operator 5,7373.0,1665.9456,125.83,1.0,3509.0,34679.94,1.24,,0.34,,4.1,1.78,12381.15,6475.55,29.72,5425.0,,79.0,37.0,18819410.0,1.14,2446.1183530562507
treatment company 5,-48.080002,12056.0,6600.0,2014-07-01,operator 1,5087.0,1074.8921,2.88,19.0,3254.0,34897.14,0.5,,0.21,0.7,4.42,0.49,13834.17,6796.6,26.13,,,102.0,10.0,6966623.0,1.61,1398.2846817875
treatment company 4,-30.690001000000002,14631.0,6661.0,2014-07-01,operator 1,7174.0,2108.5647,49.46,39.0,15667.0,34594.03,0.62,0.01,0.34,0.89,4.8,0.37,13485.15,6917.72,30.77,4876.0,,101.0,17.0,11418378.0,1.39,2946.9424659375004
treatment company 10,-32.240002000000004,16097.0,7534.0,2018-02-01,operator 4,8303.0,2224.2585,1.59,16.0,8039.0,33141.48,0.57,0.04,0.33,,4.76,0.49,12747.31,7176.83,31.74,5703.0,9118.0,101.0,54.0,,1.4,2845.39462301875
treatment company 1,-66.260002,12690.0,8355.0,2013-07-01,operator 26,3964.0,2504.8887,411.29,1.0,559.0,30823.23,0.24,0.03,0.33,0.97,5.1,0.92,12995.7,6968.18,31.52,5511.0,,86.0,14.0,3234287.0,0.71,762.880661959375
treatment company 10,-28.93,9556.0,6603.0,2012-02-01,operator 11,2752.0,3774.3704,238.9,2.0,7541.0,33937.75,0.45,0.02,0.34,,4.72,0.58,13284.4,7002.64,31.05,4810.0,,68.0,9.0,2660320.0,1.02,519.01453688125
treatment company 3,-54.330002,14852.0,6252.0,2017-09-01,operator 8,8076.0,596.68768,68.71,7.0,6686.0,27167.79,0.29,0.02,0.33,0.85,4.68,0.62,13196.24,6988.52,31.04,3947.0,,91.0,42.0,16770926.0,1.38,1703.1098402375005
treatment company 9,-28.969998999999998,14175.0,7503.0,2017-09-01,operator 6,6422.0,414.23495,433.59,1.0,0.0,34601.01,0.09,0.02,0.24,0.96,3.75,0.62,11154.73,6788.42,28.14,4933.0,,99.0,49.0,20365232.0,1.89,4134.7094296999985
treatment company 1,-38.939999,18090.0,6729.0,2015-09-01,operator 8,10767.0,2698.2388,10.88,5.0,4096.0,34557.48,0.76,,0.34,,5.76,0.2,13697.88,6894.59,30.67,4985.0,8418.0,89.0,37.0,21490254.0,1.07,1999.64055774375
treatment company 7,,12642.0,8721.0,2013-01-01,operator 11,3682.0,777.88989,3.52,5.0,3981.0,34692.64,0.96,,0.29,0.22,4.29,0.7,11825.96,7089.98,31.87,6084.0,,69.0,10.0,1024417.0,0.61,769.5577622062499
treatment company 10,-32.900002,14022.0,8026.0,2017-02-01,operator 4,5746.0,3302.0991,4.99,20.0,8276.0,33955.08,0.04,,0.34,0.88,4.55,0.75,13166.14,6859.29,30.66,5127.0,,96.0,36.0,10663885.0,0.95,2220.5628359687507
treatment company 8,-26.110001,11896.0,6692.0,2013-07-01,operator 6,4788.0,2575.49,2.44,9.0,2509.0,35224.25,1.08,0.07,0.2,0.51,4.89,0.7,10805.18,6806.62,27.08,4948.0,,94.0,14.0,,1.42,3601.954635250001
treatment company 4,-54.459998999999996,27797.0,7698.0,2018-09-01,operator 4,19849.0,3084.9775,19.62,9.0,4977.0,30173.22,0.67,0.04,0.32,,5.04,0.56,12583.59,7251.96,32.06,5427.0,,81.0,110.0,41950368.0,1.24,8230.697525925001
treatment company 2,-34.16,11720.0,5933.0,2011-01-01,operator 2,5198.0,,1.87,8.0,5327.0,34784.76,1.2,0.1,0.19,,6.24,0.52,12169.78,7034.91,28.14,4401.0,,80.0,14.0,5533929.0,1.33,864.073885175
treatment company 5,-38.84,18523.0,6750.0,2017-05-01,operator 11,10165.0,3329.3179,26.14,7.0,6084.0,34788.79,0.69,0.04,0.33,0.69,4.51,0.39,13070.27,7149.38,31.44,4342.0,,68.0,51.0,14891694.0,0.89,2802.05624343125
treatment company 4,-24.940001000000002,11610.0,6135.0,2012-07-01,operator 1,4796.0,822.7112400000001,5.71,5.0,2655.0,29564.69,0.72,0.03,0.2,0.78,4.37,0.57,12552.3,6799.15,26.18,4741.0,,101.0,13.0,4610261.0,2.35,1096.84213098125
treatment company 4,-50.490002000000004,13782.0,6668.0,2016-11-01,operator 32,6831.0,2439.7839,6.21,5.0,0.0,31311.29,1.07,0.03,0.32,0.81,4.79,0.63,12759.83,7489.7,32.64,4798.0,,100.0,45.0,12454948.0,0.91,1999.5303313812506
treatment company 3,-23.0,13185.0,6345.0,2016-03-01,operator 5,6463.0,,17.12,6.0,0.0,35162.27,0.16,0.02,0.33,,4.51,0.54,13356.46,6862.91,30.64,5169.0,,71.0,33.0,10327993.0,0.98,2399.1310833562493
treatment company 16,-30.700001,12164.0,7413.0,2016-08-01,operator 4,3861.0,,18.24,11.0,8461.0,35185.42,0.67,0.04,0.32,0.81,5.12,0.5,12604.33,7255.47,32.01,5709.0,,101.0,29.0,6534035.0,0.92,1791.62486309375
treatment company 12,-23.129998999999998,12607.0,8241.0,2018-08-01,operator 25,3649.0,2062.6599,6.56,17.0,8389.0,33148.96,1.73,0.08,0.25,1.04,3.92,0.6,11490.13,6873.9,28.46,5555.0,,92.0,22.0,9695312.0,1.35,1528.0445777625002
treatment company 1,-55.41,13693.0,6951.0,2016-01-01,operator 8,6134.0,4527.1538,15.88,12.0,4426.0,34661.95,0.47,0.02,0.33,,4.68,0.59,13214.46,7040.7,31.16,4823.0,,87.0,25.0,10848465.0,0.94,1862.1667461312506
treatment company 6,,13340.0,6810.0,2014-07-01,operator 4,5837.0,,29.68,11.0,6383.0,34752.38,0.74,0.05,0.33,,4.19,0.74,12924.6,7317.63,32.3,4933.0,,95.0,39.0,,0.94,604.1442248937499
treatment company 4,-56.970001,13446.0,6462.0,2016-08-01,operator 29,6502.0,920.12238,21.51,11.0,6321.0,31658.89,0.81,0.0,0.32,,4.8,0.43,12763.1,7491.14,32.68,4881.0,,101.0,41.0,11967836.0,0.97,994.897869758125
treatment company 3,-36.0,14965.0,7121.0,2014-08-01,operator 5,7315.0,565.2484099999999,89.47,2.0,0.0,30165.9,1.25,0.06,0.34,,4.07,1.81,12361.94,6473.32,,5315.0,5228.0,78.0,37.0,9118790.0,0.93,1692.0596945750005
treatment company 1,-34.389998999999996,16403.0,6843.0,2019-02-01,operator 5,9052.0,836.8182400000001,33.67,11.0,3671.0,34719.56,0.68,0.02,0.29,,5.08,0.4,13595.4,6955.35,30.83,4157.0,5958.0,76.0,46.0,18375150.0,1.11,3286.239000175
treatment company 12,-70.379997,15134.0,8020.0,2018-06-01,operator 4,5543.0,904.9334699999999,4.17,7.0,3701.0,33353.53,0.56,0.01,0.34,0.87,4.56,0.3,13490.1,6877.69,30.66,5744.0,,95.0,28.0,,1.41,2186.59890809375
treatment company 9,-27.360001,11076.0,6297.0,2014-01-01,operator 17,4529.0,,62.42,3.0,0.0,35163.15,0.85,0.08,0.26,0.73,5.14,0.43,13606.49,6773.59,26.98,3969.0,,77.0,28.0,6194963.0,1.1,160.54097112687495
treatment company 1,-42.849998,11061.0,6460.0,2018-09-01,operator 17,4351.0,1840.1987,35.42,9.0,5384.0,35313.66,0.8,0.06,0.26,,5.16,0.45,13070.26,6774.33,27.23,4474.0,,80.0,20.0,7008360.0,0.96,1619.3589587999998
treatment company 3,0.34,14553.0,6357.0,2015-11-01,operator 5,7659.0,,222.52,1.0,4461.0,34237.65,0.43,0.02,0.33,,4.68,0.59,13202.61,7034.19,31.14,4699.0,,73.0,39.0,,0.34,1828.09064998125
treatment company 1,-12.44,14420.0,6966.0,2015-02-01,operator 5,7036.0,4767.8154,3.3,23.0,9636.0,34856.29,1.25,0.06,0.34,0.43,4.14,1.79,12346.55,6463.92,29.7,5212.0,,64.0,36.0,,0.89,1339.48035404375
treatment company 8,-51.93,13417.0,6518.0,2017-01-01,operator 26,6438.0,1142.3738,16.46,8.0,0.0,28560.04,0.32,0.02,0.33,,4.68,0.62,13231.58,6984.64,,4742.0,,97.0,31.0,,0.9,746.1053336437499
treatment company 4,-43.189999,13446.0,6449.0,2016-09-01,operator 29,6663.0,852.60828,40.74,5.0,0.0,30707.77,0.82,0.0,0.32,,4.81,0.43,12763.71,7491.37,32.68,4893.0,,101.0,42.0,12491281.0,0.95,1122.132454626875
treatment company 27,-72.839996,11988.0,6603.0,2012-09-01,operator 13,4659.0,1724.9803,10.61,17.0,8517.0,34755.29,0.47,0.01,0.33,,4.74,0.38,13639.37,6938.42,30.78,4088.0,,72.0,17.0,5023849.0,0.94,551.7185592312502
treatment company 12,-41.650002,14749.0,7888.0,2018-06-01,operator 4,6577.0,1965.1458,2.05,11.0,4138.0,33645.53,0.62,0.01,0.26,,4.76,0.46,13487.45,6941.16,30.86,5297.0,,91.0,34.0,18451698.0,1.45,2432.173196325
treatment company 10,-30.08,11790.0,6388.0,2012-07-01,operator 6,5121.0,1017.1043,186.89,27.0,7692.0,34805.43,1.2,0.1,0.26,0.66,5.29,0.82,11311.12,6762.98,26.49,4805.0,,60.0,13.0,6707220.0,1.22,1991.3871709
treatment company 5,-13.9,17144.0,7796.0,2014-01-01,operator 8,8866.0,,9.76,25.0,9750.0,34828.16,1.22,0.04,0.32,,5.01,0.97,12615.97,7447.7,32.87,6028.0,,75.0,61.0,12061615.0,0.86,1517.3195106875005
treatment company 2,-12.24,11150.0,6143.0,2011-07-01,operator 2,4775.0,3891.4468,11.69,13.0,7580.0,34789.16,1.39,0.11,0.23,0.64,6.86,0.41,11950.4,6903.88,27.54,4648.0,,103.0,13.0,5665036.0,1.47,1305.1918132749995
treatment company 9,,15958.0,6974.0,2015-01-01,operator 5,8445.0,519.54889,0.79,4.0,4865.0,32599.43,1.21,0.05,0.34,,3.99,1.79,12436.2,6500.49,29.78,5174.0,5647.0,79.0,43.0,9892973.0,0.86,2894.767863993749
treatment company 2,-31.33,14491.0,7820.0,2013-01-01,operator 20,6551.0,1823.136,9.42,4.0,4385.0,31208.55,0.77,0.04,0.24,,4.38,0.5,11753.31,7071.57,30.68,4930.0,,92.0,12.0,4457004.0,1.08,2036.6079546312494
treatment company 12,-49.200001,13688.0,6393.0,2019-01-01,operator 22,7045.0,,7.09,22.0,7391.0,35147.34,0.63,0.01,0.34,0.87,4.92,0.45,13484.58,6959.23,30.88,4470.0,,100.0,33.0,14376681.0,1.2,1414.6757716687507
treatment company 12,-55.700001,20109.0,8090.0,2018-09-01,operator 4,11769.0,1477.8228,3.96,10.0,4836.0,34505.65,0.31,,0.34,,4.37,0.75,13128.77,6790.14,30.43,5837.0,,97.0,59.0,25379144.0,1.48,3177.4827719687496
treatment company 12,-26.440001000000002,14832.0,8501.0,2013-01-01,operator 9,5990.0,1515.4327,3.04,25.0,9541.0,34872.9,0.96,,0.29,,4.29,0.64,11827.35,7085.9,31.9,6651.0,,89.0,21.0,,1.17,1594.76516964375
treatment company 2,-26.559998999999998,13995.0,8893.0,2014-01-01,operator 7,4519.0,3531.3374,56.15,6.0,4187.0,34966.92,0.43,0.03,0.25,0.99,4.57,0.57,11824.99,7094.5,30.98,5910.0,,89.0,32.0,6924547.0,0.99,2370.777971054375
treatment company 4,-39.080002,11615.0,6556.0,2013-01-01,operator 1,4934.0,1013.6836,5.73,8.0,2552.0,35349.05,0.56,0.02,0.21,,4.48,0.48,13593.93,6797.2,26.22,4504.0,6128.0,99.0,21.0,,1.22,1501.68935830625
treatment company 3,-26.83,15932.0,6433.0,2017-02-01,operator 5,9111.0,,412.26,1.0,0.0,34642.75,0.59,0.02,0.33,0.81,5.06,0.45,13491.08,6981.19,30.93,4721.0,5034.0,77.0,45.0,18419500.0,1.11,3662.73208610625
treatment company 1,-29.190001000000002,12810.0,6186.0,2011-07-01,operator 9,6332.0,,0.2,8.0,0.0,34603.7,0.61,0.01,0.34,,4.78,0.41,13483.44,6944.11,30.86,4685.0,5086.0,75.0,21.0,7679182.0,1.14,541.0174495125
